コース名,学部・研究科,登録番号,科目ソート,分野,単位,開講年度・学期,授業教員名,実施形態,授業形態,曜日・時限,授業で使う言語,研究会テーマ,概要,詳細URL
プロジェクト英語Ｂ EB07(Writing),総合政策・環境情報学部,11887,B2412,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,太田　理津子 ,対面,"講義,グループワーク",金1限,英語,,この授業では英語圏の大学で必要とされる総体的な英語力の養成を図りつつ、TOEFL iBTでのスコアアップを目指します。４スキルに個別に取り組むのではなく、例えば、アカデミックなトピックを読み(reading)、それに関する講義を聴き(listening)、内容を要約する(writing)など、複数のスキルを同時に運用する実践的訓練を行っていきます。また、ETSが開発したオンラインライティング自動評価システムを導入し、essay writingの基礎固めをしていきます。尚、講義形式のスタイルではないため、授業への授業への積極的参加が求められます。,https://syllabus.sfc.keio.ac.jp/courses/2023_27620?locale=ja
プロジェクト英語Ｂ EB04(Listening + Writing),総合政策・環境情報学部,11303,B2412,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,へミングトン，　ティム ,対面,"講義,演習,グループワーク,遠隔あり",木3限,英語,,"Students focus on the relationship of art to society, politics, culture and history. We also examine the relationship of art, especially sculpture, to our immediate physical environment, which includes architecture, landscape and urban planning. Supported by survey lectures on Twentieth Century art and through workshops, students study concepts related to curating and commissioning such as site specificity and the role of public sculpture. Students use this knowledge to present projects about Art & Context during the semester with a special emphasis on Artists tackling Global Issues. Students develop the following English language skills: listening and note taking, reading, writing, seminar participation, debate and presentation. Students who intend to major in Art History, Architecture, Modern History, Philosophy, Design, Media, Urban Planning and Entrepreneurship etc. will especially benefit from this course. It is best suited to students who are comfortable taking instruction and participating in class in English.",https://syllabus.sfc.keio.ac.jp/courses/2023_27658?locale=ja
プロジェクト英語Ｃ (Speaking)(GIGA/GG/GI),総合政策・環境情報学部,25913,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ハイ，　キャメロン　Ｉ ,対面,グループワーク,月2限,英語,,"Students on this course learn the negotiation process from the initial planning to closing deals. Role-plays, negotiation games, and full group business and UN model negotiations are used to develop both negotiation and language skills while developing an understanding of cultural differences when negotiating.",https://syllabus.sfc.keio.ac.jp/courses/2023_39692?locale=ja
プロジェクト英語Ｃ EC04(Project)(GIGA/GG/GI),総合政策・環境情報学部,11777,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ベデロ，　サイモン ,対面,"講義,グループワーク",水1限,英語,,"This is a Level-C Project English course, aimed at strengthening one’s ability to do research and make a report about. Language components of the course are reading, listening, and speaking. Students work on these target skills by researching and discussing issues as well as historical moments that have impacted the world in the last 50 years. Audiovisual materials such as TED Talks or short documentaries are also used for class activities.",https://syllabus.sfc.keio.ac.jp/courses/2023_27622?locale=ja
プロジェクト英語Ｃ EC01(Oral Listening)(GIGA/GG/GI),総合政策・環境情報学部,10618,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,テイラー，　ジョンソン ,対面,"講義,グループワーク",金3限,英語,,"The goal of this course is to enhance the English language abilities and leadership qualities of the students. It will introduce them to various discussion formats, challenging their critical thinking and problem-solving abilities. In the concluding weeks, the students will showcase their learning by organizing and conducting discussions on topics of their preference, assessed through regular class participation, homework assignments, and peer assessment.",https://syllabus.sfc.keio.ac.jp/courses/2023_28989?locale=ja
プロジェクト英語Ｃ EC06(Indie Rock)(GIGA/GG/GI),総合政策・環境情報学部,11212,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ヘニグマン，　デイビッド ,対面,講義,月1限,英語,,"Indie rock: Originally used to describe independent record labels, the term became associated with the music they produced and was initially used interchangeably with alternative rock. As grunge and punk revival bands in the US and Britpop bands in the UK broke into the mainstream in the 1990s, it came to be used to identify those acts that retained an outsider and underground perspective. [from Wikipedia]",https://syllabus.sfc.keio.ac.jp/courses/2023_27570?locale=ja
プロジェクト英語Ｃ (Creative Writing)(GIGA/GG/GI),総合政策・環境情報学部,12443,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ヘニグマン，　デイビッド ,対面,演習,月2限,英語,,“A book must be the axe for the frozen sea within us.” –Franz Kafka,https://syllabus.sfc.keio.ac.jp/courses/2023_25676?locale=ja
プロジェクト英語Ｃ (Presentation)(GIGA/GG/GI),総合政策・環境情報学部,48113,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ハースト，　チャールズ ,対面,"講義,グループワーク",月2限,英語,,"Japanese Social Issues - How To Analyze Issues And Present Your Opinion
Each week we will cover one core Japanese social problem.",https://syllabus.sfc.keio.ac.jp/courses/2023_48014?locale=ja
プロジェクト英語Ｃ EC07(Oral Listening)(GIGA/GG/GI),総合政策・環境情報学部,40127,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ホフスティー，　スティーブン ,対面,"講義,グループワーク",木3限,英語,,文化を越えたコミュニケーションは、文化と文化の違いがすべてです。 このコースでは、文化が私たちの日常生活を形成し、他者との関わり方に影響を与えるさまざまな方法を探ります。 さまざまな文化の習慣、伝統、価値観、およびこれらの要因がコミュニケーションと人間関係にどのように影響するかを調べます。 さらに、グローバリゼーションの影響と、それが文化の融合にどのようにつながったかについても説明します。 このコースは英語で行われ、積極的な参加と批判的思考が求められます。 コースの終わりまでに、文化的アイデンティティの複雑さと、それが私たちの世界を形成する方法について、より深く理解できるようになります。,https://syllabus.sfc.keio.ac.jp/courses/2023_45005?locale=ja
プロジェクト英語Ｃ EC02(Presentation)(GIGA/GG/GI),総合政策・環境情報学部,10933,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ハースト，　チャールズ ,対面,"講義,グループワーク",月1限,英語,,How to Successfully Bring a Product or Service to Market Using Online Marketing,https://syllabus.sfc.keio.ac.jp/courses/2023_27626?locale=ja
プロジェクト英語Ｃ (Project)(GIGA/GG/GI),総合政策・環境情報学部,12056,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,寺本　羽衣 ,対面,グループワーク,月4限,英語,,Understanding India,https://syllabus.sfc.keio.ac.jp/courses/2023_27627?locale=ja
プロジェクト英語Ｃ EC08(Reading)(GIGA/GG/GI),総合政策・環境情報学部,11011,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,オルファーズ，　キース ,対面,"講義,グループワーク",金3限,英語,,This reading class will help you gain a deeper understanding of American culture based on examining the sources of its beliefs. This is an interactive class which gives you the opportunity to express your ideas and beliefs in class.,https://syllabus.sfc.keio.ac.jp/courses/2023_27630?locale=ja
プロジェクト英語Ｃ EC03(Project)(GIGA/GG/GI),総合政策・環境情報学部,12109,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ボンジー，　アラーナ　Ｒ ,対面,"演習,グループワーク,遠隔あり",火4限,英語,,Learners will have the opportunity to explore and apply sustainability concepts in real life contexts. We will look especially at sustainability in the land environment of coastal communities.,https://syllabus.sfc.keio.ac.jp/courses/2023_27631?locale=ja
プロジェクト英語Ｃ EC04(Presentation)(GIGA/GG/GI),総合政策・環境情報学部,12113,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ランド，　ネリダ ,対面,"演習,グループワーク",金1限,英語,,"英語で演技入門を一緒に習いましょう。２人（３人）組でシーンを英語で演じることによって、声、表情、ジェスチャーなどの表現力を磨いて、英語に自信を持つようになりましょう。
最終発表は「ミニ演劇祭」の形で、舞台の上（もしかしてオンライン）で自分の二人芝居を披露します！
もし興味があれば、演出、舞台監督、衣装デザインなど、自分の興味のある舞台技術も学ぶことができます。 何を学びたいか、教員と相談してください。",https://syllabus.sfc.keio.ac.jp/courses/2023_27634?locale=ja
プロジェクト英語Ｃ EC08(Writing)(GIGA/GG/GI),総合政策・環境情報学部,12458,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,太田　理津子 ,対面,"講義,グループワーク",水2限,英語,,この授業では英語論文の作成の仕方を学んでいきます。皆さんは英語教育あるいは自分の興味のある分野から賛否両論あるトピックを選び、文献を交えながら自分の立場を英文で明確に主張できるようになることを目指します。学期を通して論文作成に必須のスキル（段落・エッセイの書き方、文献の効果的収集方法、APA スタイルマニュアルに則した文献の記載方法、盗用・剽窃を避け文献を正しく引用する方法等）を習得していきます。グループ・ペアディスカッションへの積極的参加が求められます。,https://syllabus.sfc.keio.ac.jp/courses/2023_27619?locale=ja
プロジェクト英語Ｃ EC02(Listening)(GIGA/GG/GI),総合政策・環境情報学部,11781,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ベデロ，　サイモン ,対面,"講義,演習,グループワーク",火2限,英語,,"This is a Project English-C course, aimed at helping students consolidate their English skill of active listening. The course takes place on campus. Students work on the prescribed target skill through mini-activities that include short introductory lectures, individual speech reports, viewing of video-clips, and open discussions. Themes for class sessions are about life, culture, and development in Africa. These are carefully selected to help students obtain an objective view of how Africa deals with its issues.",https://syllabus.sfc.keio.ac.jp/courses/2023_27653?locale=ja
プロジェクト英語Ｃ EC06(Translation)(GIGA/GG/GI),総合政策・環境情報学部,29608,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ワイマン，　ウォルター ,対面,"講義,演習,グループワーク",木2限,英語,,本授業では明治期～昭和期の歌人を取り上げる。日本語の詩を読み、英語でディスカッションし、日本語から英語に翻訳する。翻訳だけではなく、受講者が自分のオリジナル英語のポエムを作成する場合もある。,https://syllabus.sfc.keio.ac.jp/courses/2023_42639?locale=ja
プロジェクト英語Ｃ EC03(Translation)(GIGA/GG/GI),総合政策・環境情報学部,11538,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,狩俣　恵美 ,対面,演習,木3限,英語,,"The course is firmly based on the idea that language is a powerful reflection of cultural values, and therefore uses translation as a means to explore the workings and characteristics of our own language as well as those of English. Making use of subtitled/dubbed movies and TV shows as material, we will mainly work on Japanese to English translations. In every class, we will challenge ourselves with the task of creating our own ""sub-channel"" scripts or subtitles. It is an activity-based course in which students are expected to learn from practical experience and experimentation. Creativity, imagination, and humor will be highly appreciated. We will also be working towards a common goal- producing a dubbed (""fukikae"") English version of a segment from a Japanese video of your choice in groups. In the beginning of the course we will work on English-language videos translating the subtitles or dubbed versions and ""re-creating"" the English scripts. After writing Japanese dub scripts for English videos for a few weeks, we finally move on to using Japanese materials to create the English versions.
In class, we will use short video segments and work on the translation in pairs or small groups. Class activities will basically follow the same procedure every week:
1.	Watching the video segment
2.	Translating and discussing in pairs or groups
3.	Presenting the script and sharing each other's work
4.	Comparing our versions with the original version
5.	Discussing the work and material",https://syllabus.sfc.keio.ac.jp/courses/2023_27612?locale=ja
プロジェクト英語Ｃ EC05(Reading)(GIGA/GG/GI),総合政策・環境情報学部,12037,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ボンジー，　アラーナ　Ｒ ,対面,"演習,グループワーク",金1限,英語,,Learners will have the opportunity to explore and apply sustainability concepts in real life contexts. We will look especially at sustainability in the land environment of coastal communities.,https://syllabus.sfc.keio.ac.jp/courses/2023_27673?locale=ja
プロジェクト英語Ｃ EC07(Presentation)(GIGA/GG/GI),総合政策・環境情報学部,11523,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ベデロ，　サイモン ,対面,"講義,グループワーク",火1限,英語,,"This Level-C English course is about developing advanced communication skills. The course takes place on campus. Reading, Speaking and discussion are its main language components. Students improve on the described target skills through carefully-designed research projects on issues of Japan’s socio-cultural input to the world. Discussions that follow individual presentations play an important role in the overall grading.",https://syllabus.sfc.keio.ac.jp/courses/2023_27610?locale=ja
プロジェクト英語Ｃ EC05(Project)(GIGA/GG/GI),総合政策・環境情報学部,4415,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,トレース，　ジョナサン　Ｗ ,対面,グループワーク,火3限,英語,,Tabletop! Advanced Discussion using Tabletop Games,https://syllabus.sfc.keio.ac.jp/courses/2023_38791?locale=ja
プロジェクト英語Ｃ EC01(Presentation)(GIGA/GG/GI),総合政策・環境情報学部,12080,B2413,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,ハイ，　キャメロン　Ｉ ,対面,グループワーク,月1限,英語,,"Students on this course study a range of public policy issues, develop the ability to analyze these issues, provide solutions, hold extended discussions with classmates, and make academic presentations. We will widen students’ content knowledge in English on these issues while also working on the skill of openly exchanging ideas and opinions.",https://syllabus.sfc.keio.ac.jp/courses/2023_27605?locale=ja
地域論（ドイツ語圏） /ドイツ語コンテンツ,総合政策・環境情報学部,15131,C1116,先端科目-総合政策系,2単位,2023 春学期,グラスミュック，　マルクス ,対面,"講義,グループワーク,遠隔あり",月5限,ドイツ語,,"In diesem Kurs werden wir mit Studierenden der Japanologie an Universität Trier über aktuelle gesellschaftliche Themen in Japan und Deutschland diskutieren.
Teilnehmer an diesem zweisprachigen Projekt (Arbeitssprachen sind Deutsch und Japanisch) beschäftigen sich sowohl im Unterricht als auch in mehreren Videokonferenzen mit Themen, die sie zu Beginn des Kurses gemeinsam mit ihren Partnern wählen.
Am Ende des Projekts werden zweisprachige Power-Point-Präsentationen erstellt und alle Teilnehmer diskutieren gemeinsam über die Projektthemen.",https://syllabus.sfc.keio.ac.jp/courses/2023_25867?locale=ja
文化論（ドイツ語圏） /ドイツ語コンテンツ,総合政策・環境情報学部,15328,C1134,先端科目-総合政策系,2単位,2023 春学期,藁谷　郁美 ,対面,"講義,演習,グループワーク,遠隔あり",火3限,ドイツ語,,"Deutsche Literatur und Bibel Kennen Sie deutsche Literatur? Haben Sie deutsche Bibel gelesen? Haben Sie Ihre Lieblingsliteratur?
In diesem Contentskurs lesen wir biblischen Texte und Literatur gemeinsam und diskutieren wir auch dabei über Symbole, Metapher oder auch Allegorien, die im Text auftauchen. Das Ziel von diesem Kurs ist es, literarische Formulierungen sowie Wortschätze zu verstehen und literarische Texte aus dem wissenschaftlichen Aspekt zu analysieren und interpretieren.",https://syllabus.sfc.keio.ac.jp/courses/2023_25943?locale=ja
日独社会研究（ドイツ語圏） /ドイツ語コンテンツ,総合政策・環境情報学部,23891,C1141,先端科目-総合政策系,2単位,2023 春学期,マイヤー，　アンドレアス ,オンライン（ライブ）,"講義,演習,グループワーク,遠隔あり",水5限,ドイツ語,,ドイツの若者はどんなことを考えているのでしょうか。私たちはドイツの若者たちに、日本の社会についてどんなことを語れるでしょうか。私たちがドイツについて知りたいことは何でしょうか。 この授業では日本とドイツの社会現象について議論します。パートナーはハレ大学の学生たちです。SFCの学生とドイツの大学の学生との少人数混合チームで研究をすすめ、ビデオチャットを通して、プレゼンテーションの準備をしてもらいます。作業の進歩状態について日本側のクラス全員の前で毎回発表し、ドイツとの遠隔会議の中でプレゼンテーションを行います。 授業ではドイツ語と日本語を使用します。,https://syllabus.sfc.keio.ac.jp/courses/2023_25947?locale=ja
社会論（フランス語圏） /フランス語コンテンツ,総合政策・環境情報学部,13913,C1122,先端科目-総合政策系,2単位,2023 春学期,ドマジ，　サシャ ,対面,"講義,実験・実習・実技",木4限,フランス語,,Sociologie du corps,https://syllabus.sfc.keio.ac.jp/courses/2023_25932?locale=ja
言語教育実践論（中国語圏） /中国語コンテンツ,総合政策・環境情報学部,14192,C1143,先端科目-総合政策系,2単位,2023 春学期,宮本　大輔 ,対面,"講義,グループワーク",月4限,日本語,,"本講義では、中国語教育を実践する際に必要となる様々な要素―言語や文字、民族の多様性、語彙、語法、社会言語学、非言語コミュニケーション、中間言語・誤用分析などについて、先行研究の事例、日本語との対照事例を交えながら、検討・考察する。
学期の最後には、個人あるいはグループで、興味のあるトピックを取り上げ、実際に授業を行ってもらう。",https://syllabus.sfc.keio.ac.jp/courses/2023_25291?locale=ja
地域と文化（スペイン語圏） /スペイン語コンテンツ,総合政策・環境情報学部,35083,C1156,先端科目-総合政策系,2単位,2023 春学期,新谷　ロクサナ ,対面,"講義,演習,グループワーク",水2限,スペイン語,,"Las Comunidades Nikkei En este curso exploraremos las comunidades Nikkei desde una perspectiva social, cultural y educativa. Analizaremos las comunidades Nikkei actuales en diferentes sociedades de las Américas y la llamada “Migración de retorno” en Japón.",https://syllabus.sfc.keio.ac.jp/courses/2023_43757?locale=ja
アカデミックプレゼンテーション実践 (GIGA/GG/GI)/英語コンテンツ,総合政策・環境情報学部,8152,B6068,基盤科目-共通科目,2単位,2023 春学期,ベデロ，　サイモン ,対面,"講義,グループワーク",水3限,英語,,"This course is about consolidating the techniques of academic presentations. Students of this course meet face to face; and they are introduced to strategies that further strengthen their ability to communicate objectively and with conviction. Key language components of the course are, thus, speaking and discussion.",https://syllabus.sfc.keio.ac.jp/courses/2023_36668?locale=ja
ドイツ語海外研修Ｂ,総合政策・環境情報学部,13139,B2612,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,"藁谷　郁美 
マイヤー，　アンドレアス ",,,,,,,
フランス語海外研修Ａ,総合政策・環境情報学部,11629,B2621,基盤科目-言語コミュニケーション科目,4単位,2023 春学期,"國枝　孝弘 
宮代　康丈 
西川　葉澄 ",,,,,,,
フランス語海外研修Ｂ,総合政策・環境情報学部,11648,B2622,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,"國枝　孝弘 
宮代　康丈 
西川　葉澄 ",,,,,,,
朝鮮語海外研修Ａ (初級),総合政策・環境情報学部,31953,B2641,基盤科目-言語コミュニケーション科目,4単位,2023 春学期,高木　丈也 ,,,,,,,
マレー・インドネシア語海外研修Ｂ,総合政策・環境情報学部,12018,B2652,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,サントーソ　ペトルス ,,,,,,,
スペイン語海外研修Ａ (スペイン・サラマンカ市),総合政策・環境情報学部,24630,B2661,基盤科目-言語コミュニケーション科目,4単位,2023 春学期,"藤田　護 
新谷　ロクサナ ",,,,,,,
スペイン語海外研修Ａ (スペイン・サンセバスティアン市),総合政策・環境情報学部,48352,B2661,基盤科目-言語コミュニケーション科目,4単位,2023 春学期,藤田　護 ,,,,,,,
スペイン語海外研修Ｂ,総合政策・環境情報学部,24955,B2662,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,"藤田　護 
新谷　ロクサナ ",,,,,,,
アラビア語海外研修Ｂ,総合政策・環境情報学部,24960,B2672,基盤科目-言語コミュニケーション科目,2単位,2023 春学期,山本　薫 ,,,,,,,
統計基礎 [DS1](GIGA/GG/GI),総合政策・環境情報学部,28138,B3101,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,竹内　円雅 ,対面,講義,水3限,英語,,"By the end of the course, students will gain basic understanding of statistics as well as methods to analyze data using statistical software.",https://syllabus.sfc.keio.ac.jp/courses/2023_41581?locale=ja
統計基礎 [DS1],総合政策・環境情報学部,9512,B3101,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,馬場　国博 ,対面,"講義,演習",木2限,日本語,,"この授業では，データサイエンスの入門科目として，実際のデータの分析をしながら統計学の基礎とその応用を学んでいきます． データの収集や整理，統計分析，プレゼンテーションに至るまでの入門的技法を実践的・体験的に習得します．
具体的には，データの平均，分散，相関といった記述統計，母集団と標本，確率分布と標本分布などの確率統計の基礎，それらに基づく推定や検定などの統計的推測，そして分散分析や回帰分析のような統計モデルの手法までを扱います．
このクラスは統計手法の体験的理解を目指します。その代わり、分析を体験する宿題は重いことに注意してください。
この授業は同じ科目名でも担当者によって、進め方や内容が異なることがあります。内容をよく吟味して選択してください。",https://syllabus.sfc.keio.ac.jp/courses/2023_25858?locale=ja
統計基礎 [DS1],総合政策・環境情報学部,27859,B3101,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,川島　英之 ,対面,講義,木2限,日本語,,この授業では，データサイエンスの入門科目として，統計学の基礎とその初等的応用を学びます． データの収集や整理，統計分析，プレゼンテーションに至るまでの入門的技法を習得します．,https://syllabus.sfc.keio.ac.jp/courses/2023_41567?locale=ja
確率 [DS1],総合政策・環境情報学部,8353,B3102,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,金沢　篤 ,オンライン（オンデマンド）,講義,,日本語,,"確率の基礎事項に関して講義する. 確率は, 不確実な現象を定量化する理論であり, データサイエンス, 経済学, 工学など幅広い分野で基礎となる数学である. この講義では, 同時確率, 条件付き確率, ベイズの定理といった基礎的な事項を学んだ後, 確率変数, 期待値, 分散といった確率分布の定量的な扱いに関して学習する. 主に離散分布を扱うが, 連続分布に関しても簡単に触れる.",https://syllabus.sfc.keio.ac.jp/courses/2023_25510?locale=ja
確率 [DS1](GIGA/GG/GI),総合政策・環境情報学部,8349,B3102,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,三好　啓也 ,オンライン（オンデマンド）,講義,,英語,,"Probability and statics are well established branches of mathematics that has applications in all areas of technology today. This course mainly presents a solid foundation for probability and the introduction of statics, explaining its ideas and techniques necessary for a firm understanding of the topic.",https://syllabus.sfc.keio.ac.jp/courses/2023_37776?locale=ja
確率 [DS1],総合政策・環境情報学部,2393,B3102,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,林　邦彦 ,対面,講義,月5限,日本語,,前半で集合論理や命題論理など論理的な思考の基礎を学ぶ。後半では確率論を学ぶ。高校で習った順列や組み合わせを復習し、確率の基礎から高校の教科書にはないベイズの定理まで学習する。高校の数学とは趣が異なるので、公式を覚えたり、計算が不得意でも問題ない。数学が得意な学生、不得意な学生も楽しく勉強できる。,https://syllabus.sfc.keio.ac.jp/courses/2023_38626?locale=ja
確率 [DS1],総合政策・環境情報学部,2795,B3102,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,星野　貴行 ,対面,講義,水3限,日本語,,"確率の基礎事項に関して講義する. 確率は, 不確実な現象を定量化する理論であり, データサイエンス, 経済学, 工学など幅広い分野で基礎となる数学である. この講義では, 同時確率, 条件付き確率, ベイズの定理といった基礎的な事項を学んだ後, 確率変数, 期待値, 分散といった確率分布の定量的な扱いに関して学習する. 主に離散分布を扱うが, 連続分布に関しても簡単に触れる.",https://syllabus.sfc.keio.ac.jp/courses/2023_38627?locale=ja
微分・積分 [DS1],総合政策・環境情報学部,1220,B3103,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,大槻　玲 ,対面,講義,木4限,日本語,,微分・積分の基礎事項に関して講義する．微分は対象の変化を，積分は対象の累積を解析する理論であり，データサイエンス，経済学，理工学など幅広い分野で基礎となる．実際，その強力な手法と幅広い応用ゆえ，微分・積分は線形代数と合わせて大学数学の2本柱と位置付けられることが多い．本講義では，一変数関数の微分・積分から一変数関数の多項式近似，多変数関数の微分・積分までを学習する．,https://syllabus.sfc.keio.ac.jp/courses/2023_25502?locale=ja
微分・積分 [DS1],総合政策・環境情報学部,8702,B3103,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,青山　敦 ,対面,講義,木2限,日本語,,微分・積分の基礎事項に関して講義する．微分は対象の変化を，積分は対象の累積を解析する理論であり，データサイエンス，経済学，理工学など幅広い分野で基礎となる．実際，その強力な手法と幅広い応用ゆえ，微分・積分は線形代数と合わせて大学数学の2本柱と位置付けられることが多い．本講義では，一変数関数の微分・積分から一変数関数の多項式近似，多変数関数の微分・積分までを学習する．,https://syllabus.sfc.keio.ac.jp/courses/2023_25503?locale=ja
微分・積分 [DS1],総合政策・環境情報学部,45664,B3103,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,三次　仁 ,対面,講義,月2限,日本語,,微分・積分の基礎事項に関して講義する．微分は対象の変化を，積分は対象の累積を解析する理論であり，データサイエンス，経済学，理工学など幅広い分野で基礎となる．実際，その強力な手法と幅広い応用ゆえ，微分・積分は線形代数と合わせて大学数学の2本柱と位置付けられることが多い．本講義では，一変数関数の微分・積分から一変数関数の多項式近似，多変数関数の微分・積分までを学習する．,https://syllabus.sfc.keio.ac.jp/courses/2023_47290?locale=ja
微分・積分 [DS1](GIGA/GG/GI),総合政策・環境情報学部,8588,B3103,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,宮本　佳明 ,対面,"講義,遠隔あり",火2限,英語,,"This course will cover fundamentals of calculus, which is essentially important for various research fields. Beginning with some preliminaries, we will study derivatives and integrals. For either topic, we will start from single function, and then it will be extended to multiple functions. A number of practices are prepared for deeper understanding and practical usage of derivatives and integrals.",https://syllabus.sfc.keio.ac.jp/courses/2023_37777?locale=ja
線形代数 [DS1],総合政策・環境情報学部,45679,B3104,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,社本　陽太 ,オンライン（ライブ）,講義,水1限,日本語,,"線形代数の基礎事項に関して講義する. 線形代数はベクトルと行列に関する理論であり, データサイエンス, 経済学, 工学など幅広い分野で基礎となる数学である. 実際, その強力な手法と幅広い 応用ゆえ, 線形代数は微分積分と合わせて大学数学の2本柱と位置付けられることが多い. 本講義では, 線形代数の基本的な考え方を代数と幾何の両面から解説する.",https://syllabus.sfc.keio.ac.jp/courses/2023_47291?locale=ja
線形代数 [DS1](GIGA/GG/GI),総合政策・環境情報学部,8683,B3104,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,バンミーター，　ロドニー　Ｄ ,対面,講義,月5限,英語,,"We will learn about the properties of vectors and matrices as these are basic concepts. We will also learn how to solve simultaneous equations using matrices. After that, we will learn about the uses of linear algebra used in our lives, including applications to technology such as computer search, computer graphics, error correction and quantum computing. Linear algebra is among the most fundamental and useful fields of mathematics, and the material here will benefit learners in many other classes at SFC.",https://syllabus.sfc.keio.ac.jp/courses/2023_25871?locale=ja
線形代数 [DS1],総合政策・環境情報学部,8281,B3104,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,小嶋　徹 ,対面,講義,金5限,日本語,,"線形代数の基礎事項に関して講義する. 線形代数はベクトルと行列に関する理論であり, データサイエンス, 経済学, 工学など幅広い分野で基礎となる数学である. 実際, その強力な手法と幅広い 応用ゆえ, 線形代数は微分積分と合わせて大学数学の2本柱と位置付けられることが多い. 本講義では, 線形代数の基本的な考え方を代数と幾何の両面から解説する.",https://syllabus.sfc.keio.ac.jp/courses/2023_25500?locale=ja
線形代数 [DS1],総合政策・環境情報学部,8698,B3104,基盤科目-データサイエンス科目-データサイエンス１,2単位,2023 春学期,金沢　篤 ,対面,講義,火3限,日本語,,"線形代数の基礎事項に関して講義する. 線形代数はベクトルと行列に関する理論であり, データサイエンス, 経済学, 工学など幅広い分野で基礎となる数学である. 実際, その強力な手法と幅広い 応用ゆえ, 線形代数は微分積分と合わせて大学数学の2本柱と位置付けられることが多い. 本講義では, 線形代数の基本的な考え方を代数と幾何の両面から解説する.",https://syllabus.sfc.keio.ac.jp/courses/2023_25870?locale=ja
経済・ファイナンスのデータサイエンス [DS2]/時系列解析法,総合政策・環境情報学部,1196,B3201,基盤科目-データサイエンス科目-データサイエンス２,2単位,2023 春学期,和田　龍磨 ,対面,"講義,演習",火1限,日本語,,経済時系列分析に用いられる計量経済学的手法を学ぶ。具体的にはARMAモデルとその推定、予測を学んだ後に多変量モデルであるVARを学ぶ。さらに状態空間モデル、単位根検定、共和分についても学ぶ。,https://syllabus.sfc.keio.ac.jp/courses/2023_25537?locale=ja
情報と社会のデータサイエンス [DS2],総合政策・環境情報学部,1818,B3202,基盤科目-データサイエンス科目-データサイエンス２,2単位,2023 春学期,田代　光輝 ,対面,"講義,演習,遠隔あり",木4限,日本語,,情報社会になり，多様で大量のデータを蓄積・分析することが可能となった。本授業ではmicrosoftのexcel及び統計ソフトのRを利用してデータの分析を行い，最終的には決裁者に決済を仰ぐための資料作成までを行う。本授業を通じて，データ分析のテクニカル的なスキルのみならず，データ分析を行う上で重要な目的設定や説明変数の重要性などを身に着ける。,https://syllabus.sfc.keio.ac.jp/courses/2023_38356?locale=ja
